TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2023,1,23,0,13,1XX E BROADWAY AVE,Mount Pleasant,492518.583,5456698.4813
Break and Enter Commercial,2023,4,25,3,11,1XX E BROADWAY AVE,Mount Pleasant,492580.0872,5456695.9163
Break and Enter Commercial,2023,1,9,8,15,1XX E BROADWAY AVE,Mount Pleasant,492622.8727,5456694.132
Break and Enter Commercial,2023,3,18,2,30,1XX E BROADWAY AVE,Mount Pleasant,492630.895,5456693.7974
Break and Enter Commercial,2023,4,15,14,31,1XX E HASTINGS ST,Central Business District,492606.8402,5458737.5694
Break and Enter Commercial,2023,2,1,19,53,1XX E HASTINGS ST,Central Business District,492636.1816,5458736.5923
Break and Enter Commercial,2023,2,22,8,20,1XX E HASTINGS ST,Central Business District,492636.1816,5458736.5923
Break and Enter Commercial,2023,3,7,15,27,1XX E HASTINGS ST,Central Business District,492636.1816,5458736.5923
Break and Enter Commercial,2023,5,10,0,0,1XX E HASTINGS ST,Central Business District,492636.1816,5458736.5923
Break and Enter Commercial,2023,5,31,4,10,1XX E HASTINGS ST,Central Business District,492673.1628,5458744.5097
Break and Enter Commercial,2023,4,15,15,0,1XX E PENDER ST,Central Business District,492568.7415,5458632.3619
Break and Enter Commercial,2023,3,31,9,44,1XX E PENDER ST,Central Business District,492622.6562,5458639.427
Break and Enter Commercial,2023,4,27,1,30,1XX E PENDER ST,Central Business District,492635.5787,5458629.7772
Break and Enter Commercial,2023,2,21,21,0,1XX KEEFER PL,Central Business District,492123.0015,5458572.0278
Break and Enter Commercial,2023,1,13,2,0,1XX KEEFER PL,Central Business District,492124.2018,5458571.754
Break and Enter Commercial,2023,2,9,5,30,1XX KEEFER PL,Central Business District,492124.2018,5458571.754
Break and Enter Commercial,2023,3,6,4,31,1XX ONTARIO PL,Sunset,492610.0038,5453305.1743
Break and Enter Commercial,2023,1,5,6,26,1XX TERMINAL AVE,Central Business District,492699.2641,5457805.8817
Break and Enter Commercial,2023,3,21,4,30,1XX TERMINAL AVE,Central Business District,492701.3903,5457805.3856
Break and Enter Commercial,2023,1,10,13,30,1XX W 1ST AVE,Mount Pleasant,492082.2394,5457519.5451
Break and Enter Commercial,2023,3,9,2,14,1XX W 2ND AVE,Mount Pleasant,492186.0698,5457402.1218
Break and Enter Commercial,2023,2,5,18,46,1XX W 4TH AVE,Mount Pleasant,492213.88,5457184.6532
Break and Enter Commercial,2023,2,11,16,2,1XX W 5TH AVE,Mount Pleasant,492136.0298,5457098.2477
Break and Enter Commercial,2023,3,2,23,34,1XX W 5TH AVE,Mount Pleasant,492136.0298,5457098.2477
Break and Enter Commercial,2023,5,28,9,45,1XX W 6TH AVE,Mount Pleasant,492227.5948,5456992.6017
Break and Enter Commercial,2023,4,17,21,17,1XX W BROADWAY AVE,Mount Pleasant,492136.5513,5456712.2622
Break and Enter Commercial,2023,3,5,20,0,1XX W BROADWAY AVE,Mount Pleasant,492203.1869,5456709.4374
Break and Enter Commercial,2023,3,10,1,17,1XX W BROADWAY AVE,Mount Pleasant,492203.1869,5456709.4374
Break and Enter Commercial,2023,4,25,4,22,1XX W BROADWAY AVE,Mount Pleasant,492203.1869,5456709.4374
Break and Enter Commercial,2023,1,11,20,39,1XX W CORDOVA ST,Central Business District,492219.6123,5458912.6556
Break and Enter Commercial,2023,5,20,9,50,1XX W CORDOVA ST,Central Business District,492219.6123,5458912.6556
Break and Enter Commercial,2023,6,1,3,10,1XX W CORDOVA ST,Central Business District,492219.6123,5458912.6556
Break and Enter Commercial,2023,3,25,14,23,1XX W GEORGIA ST,Central Business District,491795.0971,5458476.1282
Break and Enter Commercial,2023,4,20,14,40,1XX W HASTINGS ST,Central Business District,492186.0179,5458821.0484
Break and Enter Commercial,2023,1,31,4,0,1XX WALTER HARDWICK AVE,Mount Pleasant,492194.3346,5457576.7743
Break and Enter Commercial,2023,5,5,4,50,1XX WATER ST,Central Business District,492195.3064,5459033.7723
Break and Enter Commercial,2023,3,31,14,20,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Break and Enter Commercial,2023,3,19,18,0,1XX WATER ST,Central Business District,492231.9528,5459033.4505
Break and Enter Commercial,2023,5,8,12,0,1XX WATER ST,Central Business District,492231.9528,5459033.4505
Break and Enter Commercial,2023,6,6,7,8,1XX WATER ST,Central Business District,492236.942,5459032.1182
Break and Enter Commercial,2023,4,4,5,45,1XX WATER ST,Central Business District,492242.898,5459021.0631
Break and Enter Commercial,2023,3,16,17,54,1XX WATER ST,Central Business District,492244.5611,5459020.619
Break and Enter Commercial,2023,1,4,0,0,20XX BEACH AVE,West End,489508.0351,5459654.8288
Break and Enter Commercial,2023,3,25,2,40,20XX COMMERCIAL DR,Grandview-Woodland,494933.2388,5457091.1496
Break and Enter Commercial,2023,1,1,0,50,20XX E HASTINGS ST,Grandview-Woodland,495384.3286,5458721.5329
Break and Enter Commercial,2023,2,3,4,30,20XX FRANKLIN ST,Grandview-Woodland,495436.3752,5458824.4243
Break and Enter Commercial,2023,2,22,21,30,20XX MANITOBA ST,Mount Pleasant,492243.8299,5457179.486
Break and Enter Commercial,2023,4,12,4,45,20XX PENDRELL ST,West End,489505.029,5459742.898
Break and Enter Commercial,2023,3,13,1,18,20XX W 10TH AVE,Kitsilano,488985.9436,5456690.3917
Break and Enter Commercial,2023,4,19,4,30,20XX W 10TH AVE,Kitsilano,488985.9436,5456690.3917
Break and Enter Commercial,2023,4,20,5,10,20XX W 10TH AVE,Kitsilano,488985.9436,5456690.3917
Break and Enter Commercial,2023,4,6,2,30,20XX W 1ST AVE,Kitsilano,489018.7464,5457570.5544
Break and Enter Commercial,2023,2,28,2,0,20XX W 41ST AVE,Shaughnessy,488796.8351,5453547.3192
Break and Enter Commercial,2023,1,8,21,0,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.3558
Break and Enter Commercial,2023,1,10,21,0,20XX W 8TH AVE,Kitsilano,488919.72,5456902.9341
Break and Enter Commercial,2023,5,28,0,30,21XX BURRARD ST,Fairview,489408.5443,5457146.0851
Break and Enter Commercial,2023,3,11,6,47,21XX E HASTINGS ST,Grandview-Woodland,495523.0169,5458719.8739
Break and Enter Commercial,2023,4,26,5,40,21XX E HASTINGS ST,Grandview-Woodland,495568.6492,5458719.7675
Break and Enter Commercial,2023,2,16,23,51,21XX E HASTINGS ST,Grandview-Woodland,495605.2391,5458710.5384
Break and Enter Commercial,2023,1,9,0,56,21XX MAIN ST,Mount Pleasant,492676.0742,5457071.5851
Break and Enter Commercial,2023,4,14,4,0,21XX W 12TH AVE,Kitsilano,488842.0852,5456478.1391
Break and Enter Commercial,2023,2,9,0,0,21XX W 38TH AVE,Arbutus Ridge,488509.8894,5453858.2822
Break and Enter Commercial,2023,2,6,1,0,21XX W 41ST AVE,Kerrisdale,488561.3505,5453543.9928
Break and Enter Commercial,2023,3,5,7,3,21XX W 41ST AVE,Kerrisdale,488667.4782,5453541.1541
Break and Enter Commercial,2023,1,26,5,56,21XX W 44TH AVE,Kerrisdale,488616.2407,5453236.397
Break and Enter Commercial,2023,1,16,5,26,22XX ALMA ST,Kitsilano,486489.6721,5457124.2579
Break and Enter Commercial,2023,2,8,5,8,22XX CLARK DR,Grandview-Woodland,494370.7415,5456923.4031
Break and Enter Commercial,2023,4,22,5,6,22XX COMMERCIAL DR,Grandview-Woodland,494920.9171,5456878.7671
Break and Enter Commercial,2023,4,27,5,40,22XX E BROADWAY AVE,Grandview-Woodland,495674.5792,5456615.6684
Break and Enter Commercial,2023,1,30,5,56,22XX E HASTINGS ST,Grandview-Woodland,495662.9566,5458719.542
Break and Enter Commercial,2023,3,17,5,24,22XX E HASTINGS ST,Grandview-Woodland,495689.8189,5458719.4591
Break and Enter Commercial,2023,2,9,0,0,22XX E HASTINGS ST,Grandview-Woodland,495716.6564,5458710.2333
Break and Enter Commercial,2023,2,2,2,56,22XX E HASTINGS ST,Grandview-Woodland,495751.574,5458710.1246
Break and Enter Commercial,2023,3,6,0,20,22XX GRANVILLE ST,Fairview,489929.4752,5457008.2672
Break and Enter Commercial,2023,5,15,21,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495610.7532,5454462.9321
Break and Enter Commercial,2023,4,9,6,33,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495637.3971,5454444.3325
Break and Enter Commercial,2023,4,16,17,29,22XX W 1ST AVE,Kitsilano,488626.9124,5457581.1153
Break and Enter Commercial,2023,5,19,23,5,22XX W 43RD AVE,Kerrisdale,488403.0796,5453340.2736
Break and Enter Commercial,2023,2,12,2,39,22XX W 4TH AVE,Kitsilano,488570.1851,5457285.329
Break and Enter Commercial,2023,6,4,5,20,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97
Break and Enter Commercial,2023,5,7,23,0,22XX W 5TH AVE,Kitsilano,488688.7696,5457186.6688
Break and Enter Commercial,2023,1,9,7,13,23XX BIRCH ST,Fairview,490278.6847,5456890.1242
Break and Enter Commercial,2023,1,8,1,11,23XX CASSIAR ST,Hastings-Sunrise,497738.9244,5456771.7015
Break and Enter Commercial,2023,1,13,6,0,23XX GALT ST,Kensington-Cedar Cottage,495752.7582,5454472.9729
Break and Enter Commercial,2023,5,29,4,25,23XX GRANVILLE ST,Fairview,489926.9991,5456911.5007
Break and Enter Commercial,2023,3,7,4,5,23XX KINGSWAY AVE,Renfrew-Collingwood,495813.3289,5454309.2422
Break and Enter Commercial,2023,3,29,7,31,23XX KINGSWAY AVE,Renfrew-Collingwood,495813.3289,5454309.2422
Break and Enter Commercial,2023,1,17,3,10,23XX KINGSWAY AVE,Renfrew-Collingwood,495839.7418,5454290.8868
Break and Enter Commercial,2023,5,10,16,30,23XX W 41ST AVE,Arbutus Ridge,488269.9731,5453560.905
Break and Enter Commercial,2023,4,1,8,7,23XX W 41ST AVE,Arbutus Ridge,488294.5338,5453560.2272
Break and Enter Commercial,2023,1,27,21,0,23XX W 4TH AVE,Kitsilano,488418.8562,5457282.22
Break and Enter Commercial,2023,1,6,5,45,24XX BALACLAVA ST,Kitsilano,487346.8403,5456879.3183
Break and Enter Commercial,2023,2,7,0,46,24XX BURRARD ST,Kitsilano,489392.374,5456883.8808
Break and Enter Commercial,2023,3,4,3,59,24XX CAROLINA ST,Mount Pleasant,493371.6683,5456664.5605
Break and Enter Commercial,2023,3,1,14,30,24XX E BROADWAY AVE,Renfrew-Collingwood,495976.3129,5456581.0267
Break and Enter Commercial,2023,1,3,5,30,24XX E HASTINGS ST,Hastings-Sunrise,495900.0293,5458709.6718
Break and Enter Commercial,2023,3,13,22,47,24XX E HASTINGS ST,Hastings-Sunrise,495919.1952,5458709.6248
Break and Enter Commercial,2023,4,6,7,2,24XX E HASTINGS ST,Hastings-Sunrise,495984.9296,5458718.6078
Break and Enter Commercial,2023,2,6,4,30,24XX E HASTINGS ST,Hastings-Sunrise,496001.3575,5458718.5676
Break and Enter Commercial,2023,3,8,12,0,24XX GARDEN DR,Grandview-Woodland,495773.6168,5456661.2539
Break and Enter Commercial,2023,1,29,18,0,24XX KINGSWAY AVE,Renfrew-Collingwood,495958.4128,5454219.578
Break and Enter Commercial,2023,6,5,4,50,24XX LAUREL ST,Fairview,490963.0094,5456817.1126
Break and Enter Commercial,2023,5,15,4,0,24XX MANITOBA ST,Mount Pleasant,492224.4605,5456766.3502
Break and Enter Commercial,2023,5,20,6,58,24XX YUKON ST,Mount Pleasant,491791.6905,5456758.7713
Break and Enter Commercial,2023,5,28,17,1,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494916.9245,5456593.6239
Break and Enter Commercial,2023,3,1,5,40,25XX GRANVILLE ST,Fairview,489924.2361,5456697.6649
Break and Enter Commercial,2023,1,12,0,42,25XX KINGSWAY AVE,Renfrew-Collingwood,496074.2061,5454137.2166
Break and Enter Commercial,2023,4,20,5,20,25XX MAPLE ST,Kitsilano,489040.9301,5456721.2921
Break and Enter Commercial,2023,4,12,13,44,26XX CAMBIE ST,Fairview,491629.6949,5456595.2671
Break and Enter Commercial,2023,1,29,5,0,26XX DUKE ST,Renfrew-Collingwood,496312.7208,5454067.8218
Break and Enter Commercial,2023,3,27,9,14,26XX DUKE ST,Renfrew-Collingwood,496312.7208,5454067.8218
Break and Enter Commercial,2023,4,11,5,2,26XX E 49TH AVE,Victoria-Fraserview,496115.0086,5452451.6816
Break and Enter Commercial,2023,4,11,5,2,26XX E 49TH AVE,Victoria-Fraserview,496129.5758,5452451.5281
Break and Enter Commercial,2023,1,18,22,1,26XX E HASTINGS ST,Hastings-Sunrise,496258.7779,5458717.8559
Break and Enter Commercial,2023,5,23,0,0,26XX E HASTINGS ST,Hastings-Sunrise,496273.4778,5458708.6713
Break and Enter Commercial,2023,6,2,0,9,26XX E HASTINGS ST,Hastings-Sunrise,496278.8289,5458717.8005
Break and Enter Commercial,2023,3,11,7,0,26XX E HASTINGS ST,Hastings-Sunrise,496285.853,5458708.6371
Break and Enter Commercial,2023,3,10,17,0,26XX E HASTINGS ST,Hastings-Sunrise,496365.5352,5458717.5616
Break and Enter Commercial,2023,4,3,6,4,26XX GRANVILLE ST,Fairview,489914.9051,5456635.2367
Break and Enter Commercial,2023,3,13,23,59,27XX ALAMEIN AVE,Arbutus Ridge,487816.4045,5455272.7194
Break and Enter Commercial,2023,4,3,3,15,27XX ARBUTUS ST,Kitsilano,488862.5918,5456569.7997
Break and Enter Commercial,2023,1,4,7,36,27XX COMMERCIAL DR,Kensington-Cedar Cottage,494913.5939,5456338.1821
Break and Enter Commercial,2023,4,24,1,30,27XX COOPERATIVE WAY,Renfrew-Collingwood,496427.4385,5456077.0857
Break and Enter Commercial,2023,6,4,23,35,27XX E 12TH AVE,Renfrew-Collingwood,496446.0819,5456225.1456
Break and Enter Commercial,2023,6,5,21,10,27XX E 12TH AVE,Renfrew-Collingwood,496446.0819,5456225.1456
Break and Enter Commercial,2023,1,26,1,12,27XX E HASTINGS ST,Hastings-Sunrise,496568.1377,5458716.9063
Break and Enter Commercial,2023,2,6,0,16,27XX E HASTINGS ST,Hastings-Sunrise,496568.1377,5458716.9063
Break and Enter Commercial,2023,3,31,23,0,27XX E HASTINGS ST,Hastings-Sunrise,496568.1377,5458716.9063
Break and Enter Commercial,2023,3,3,3,17,27XX GRANVILLE ST,Fairview,489911.4542,5456541.123
Break and Enter Commercial,2023,1,6,2,57,27XX KASLO ST,Renfrew-Collingwood,496581.489,5456358.0409
Break and Enter Commercial,2023,3,6,21,11,27XX KASLO ST,Renfrew-Collingwood,496581.489,5456358.0409
Break and Enter Commercial,2023,3,29,22,1,27XX KASLO ST,Renfrew-Collingwood,496581.489,5456358.0409
Break and Enter Commercial,2023,5,4,0,48,27XX KASLO ST,Renfrew-Collingwood,496581.489,5456358.0409
Break and Enter Commercial,2023,1,13,1,59,27XX KINGSWAY AVE,Renfrew-Collingwood,496489.5461,5453833.4889
Break and Enter Commercial,2023,3,15,19,30,27XX W 4TH AVE,Kitsilano,487867.1728,5457297.5408
Break and Enter Commercial,2023,3,14,20,41,28XX E 10TH AVE,Renfrew-Collingwood,496761.9229,5456455.826
Break and Enter Commercial,2023,4,19,3,20,28XX E 1ST AVE,Hastings-Sunrise,496761.6929,5457429.5117
Break and Enter Commercial,2023,4,21,20,5,28XX E HASTINGS ST,Hastings-Sunrise,496663.4687,5458707.6353
Break and Enter Commercial,2023,4,24,6,30,28XX E HASTINGS ST,Hastings-Sunrise,496663.4687,5458707.6353
Break and Enter Commercial,2023,2,23,15,40,28XX W 4TH AVE,Kitsilano,487638.6204,5457303.1363
Break and Enter Commercial,2023,5,15,4,0,29XX ALDER ST,Fairview,490432.6738,5456245.3774
Break and Enter Commercial,2023,3,11,2,10,29XX CAMBIE ST,Fairview,491626.392,5456256.51
Break and Enter Commercial,2023,3,19,7,48,29XX GRAVELEY ST,Hastings-Sunrise,496821.239,5457513.087
Break and Enter Commercial,2023,5,29,19,0,29XX KINGSWAY AVE,Renfrew-Collingwood,496782.1279,5453709.0713
Break and Enter Commercial,2023,5,28,0,0,29XX W 4TH AVE,Kitsilano,487471.1143,5457315.7826
Break and Enter Commercial,2023,1,27,12,0,29XX W 4TH AVE,Kitsilano,487512.6311,5457305.9452
Break and Enter Commercial,2023,1,8,14,4,29XX W 4TH AVE,Kitsilano,487522.1012,5457305.7865
Break and Enter Commercial,2023,2,15,6,38,29XX W 4TH AVE,Kitsilano,487528.3058,5457305.6812
Break and Enter Commercial,2023,2,6,8,43,29XX W BROADWAY AVE,Kitsilano,487543.6732,5456827.6171
Break and Enter Commercial,2023,2,21,2,22,29XX W BROADWAY AVE,Kitsilano,487566.9746,5456826.5458
Break and Enter Commercial,2023,5,19,4,56,2X BLOOD ALLEY SQ,Central Business District,492371.6978,5458919.6691
Break and Enter Commercial,2023,4,6,17,50,2X E CORDOVA ST,Central Business District,492451.4638,5458847.3249
Break and Enter Commercial,2023,4,11,12,31,2X E CORDOVA ST,Central Business District,492451.4638,5458847.3249
Break and Enter Commercial,2023,2,2,18,2,2X POWELL ST,Central Business District,492473.3235,5458946.5603
Break and Enter Commercial,2023,2,9,13,2,2X POWELL ST,Central Business District,492473.3235,5458946.5603
Break and Enter Commercial,2023,3,18,3,34,2X W 7TH AVE,Mount Pleasant,492331.0605,5456880.7281
Break and Enter Commercial,2023,3,9,8,47,2X W BROADWAY AVE,Mount Pleasant,492334.8664,5456705.3736
Break and Enter Commercial,2023,3,27,2,0,2X W CORDOVA ST,Central Business District,492373.8899,5458875.9302
Break and Enter Commercial,2023,3,16,3,0,2XX DAVIE ST,Central Business District,491152.0003,5457941.0485
Break and Enter Commercial,2023,1,16,22,4,2XX E 10TH AVE,Mount Pleasant,492797.7115,5456588.7122
Break and Enter Commercial,2023,3,3,1,23,2XX E GEORGIA ST,Strathcona,492768.0694,5458423.3941
Break and Enter Commercial,2023,3,6,3,48,2XX E HASTINGS ST,Strathcona,492892.638,5458729.2316
Break and Enter Commercial,2023,5,11,4,32,2XX E PENDER ST,Strathcona,492801.0095,5458632.9705
Break and Enter Commercial,2023,4,2,0,37,2XX KEEFER ST,Strathcona,492820.3377,5458532.447
Break and Enter Commercial,2023,3,7,12,2,2XX KEEFER ST,Strathcona,492873.6423,5458521.7303
Break and Enter Commercial,2023,1,22,4,33,2XX NELSON ST,Central Business District,491355.0588,5458200.0874
Break and Enter Commercial,2023,2,4,2,48,2XX NELSON ST,Central Business District,491355.0588,5458200.0874
Break and Enter Commercial,2023,1,8,4,35,2XX PRINCESS AVE,Strathcona,493347.4155,5458906.5771
Break and Enter Commercial,2023,3,4,12,19,2XX PRINCESS AVE,Strathcona,493347.4393,5458909.1085
Break and Enter Commercial,2023,5,19,5,32,2XX PRINCESS AVE,Strathcona,493347.4393,5458909.1085
Break and Enter Commercial,2023,4,12,4,10,2XX PRIOR ST,Strathcona,492821.4811,5458218.668
Break and Enter Commercial,2023,4,29,21,0,2XX SW MARINE DR,Marpole,491807.726,5450961.0228
Break and Enter Commercial,2023,5,19,5,25,2XX SW MARINE DR,Marpole,491807.726,5450961.0228
Break and Enter Commercial,2023,6,2,10,2,2XX W 2ND AVE,Mount Pleasant,491955.8108,5457340.0672
Break and Enter Commercial,2023,4,8,5,5,2XX W 3RD AVE,Mount Pleasant,492005.1414,5457293.35
Break and Enter Commercial,2023,2,6,0,11,2XX W 70TH AVE,Marpole,491940.158,5450653.8168
Break and Enter Commercial,2023,2,20,19,0,30XX CAMBIE ST,Mount Pleasant,491634.0557,5456133.6394
Break and Enter Commercial,2023,4,20,3,53,30XX GRANVILLE ST,Fairview,489900.5417,5456187.5587
Break and Enter Commercial,2023,3,20,4,7,30XX GRANVILLE ST,Fairview,489900.6776,5456198.6058
Break and Enter Commercial,2023,3,26,2,30,30XX KINGSWAY AVE,Renfrew-Collingwood,497078.1448,5453664.9388
Break and Enter Commercial,2023,3,27,22,0,30XX OAK ST,Fairview,490755.5897,5456133.3106
Break and Enter Commercial,2023,2,9,3,1,30XX W BROADWAY AVE,Kitsilano,487450.5722,5456830.3188
Break and Enter Commercial,2023,2,16,3,32,30XX W BROADWAY AVE,Kitsilano,487450.5722,5456830.3188
Break and Enter Commercial,2023,4,2,4,44,31XX CAMBIE ST,Mount Pleasant,491632.9191,5456044.2182
Break and Enter Commercial,2023,3,27,5,20,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.1063,5456566.2376
Break and Enter Commercial,2023,4,15,7,12,31XX GRANVILLE ST,Fairview,489898.0072,5456093.6674
Break and Enter Commercial,2023,3,12,4,40,31XX MACDONALD ST,Kitsilano,487755.034,5456162.9834
Break and Enter Commercial,2023,3,31,4,32,32XX CAMBIE ST,South Cambie,491619.1305,5455912.4489
Break and Enter Commercial,2023,3,8,4,0,32XX E KENT AVE N,Killarney,497302.9109,5450380.9371
Break and Enter Commercial,2023,5,31,4,30,32XX KINGSWAY AVE,Renfrew-Collingwood,497352.0131,5453516.9162
Break and Enter Commercial,2023,4,10,3,20,32XX MAIN ST,Riley Park,492626.7114,5455897.1212
Break and Enter Commercial,2023,3,15,3,35,32XX MAIN ST,Riley Park,492636.9641,5455944.6563
Break and Enter Commercial,2023,5,13,3,57,32XX MAIN ST,Riley Park,492636.9641,5455944.6563
Break and Enter Commercial,2023,4,7,4,44,32XX OAK ST,South Cambie,490747.5017,5456029.4937
